layer,LU,FI,EE,V,OP,BS
3037,BUSINESS,2,37,B,0,2
3038,RESIDENTIAL,6,28,B,0,5
3039,RESIDENTIAL,13,52,B,0,3
3040,BUSINESS,0,29,B,167.438149,5
3041,BUSINESS,0,66,B,0,4
3042,BUSINESS,0,59,A,13.871021,5
3043,RESIDENTIAL,10,40,B,1115.195607,4
3044,RESIDENTIAL,7,26,A,0,4
3045,RESIDENTIAL,8,16,B,38.60145,4
3046,BUSINESS,14,11,B,292.492443,0
3047,RESIDENTIAL,5,5,B,824.000535,1
3048,RESIDENTIAL,19,82,B,151.56124,8
3049,RESIDENTIAL,10,67,B,0,7
3050,RESIDENTIAL,17,27,B,124.699304,6
3051,RESIDENTIAL,12,131,B,106.115331,4
3052,RESIDENTIAL,4,30,A,0,0
3053,RESIDENTIAL,0,67,B,994.85167,5
3054,TRANSPORTATION,1,1,B,2617.492319,3
3055,TRANSPORTATION,0,28,B,1591.49501,2
3056,BUSINESS,0,1,B,51.646137,3
3057,BUSINESS,0,10,A,0,3
3058,GREENERY,0,0,E,0,0
3059,GREENERY,0,0,E,207.547156,0
3060,RESERVE,0,7,F,0,0
3061,TRANSPORTATION,0,0,F,0,0
3062,TRANSPORTATION,0,0,C,0,0
3063,TRANSPORTATION,0,0,C,0,0
3064,TRANSPORTATION,0,0,C,0,0
3065,TRANSPORTATION,0,0,C,0,0
3066,RESERVE,0,0,D,0,0
3067,RESERVE,0,0,C,0,0
3068,RESERVE,0,0,C,0,0
3069,RESERVE,0,0,C,0,0
3078,BUSINESS,0,4,G,0,2
3079,BUSINESS,0,1,B,1323.766851,1
3080,BUSINESS,0,1,B,45.90667,2
3081,BUSINESS,0,13,A,2509.355536,2
3082,BUSINESS,0,0,B,416.775311,5
3083,BUSINESS,0,0,A,0,4
3084,BUSINESS,0,2,A,0,5
3085,GREENERY,0,0,A,434.428515,0
3086,GREENERY,0,1,F,1249.934972,3
3087,BUSINESS,1,11,B,1002.194827,4
3088,BUSINESS,0,1,A,1002.176495,3
3089,BUSINESS,0,46,B,1479.172494,7
3090,BUSINESS,2,1,A,1000.000354,9
3091,BUSINESS,0,14,A,379.780802,4
3092,BUSINESS,0,2,A,65.956426,8
3093,BUSINESS,0,20,B,63.0842,6
3094,BUSINESS,0,9,A,0,1
3095,BUSINESS,1,9,A,115.265293,0
3096,BUSINESS,0,2,A,0,6
3097,BUSINESS,0,2,A,0,2
3098,BUSINESS,3,3,F,414.627232,7
3099,TRANSPORTATION,0,32,B,232.945864,3
3100,GREENERY,0,0,B,122.092828,2
3101,RESERVE,0,1,G,153.523764,0
3102,RESIDENTIAL,0,0,C,186.957582,3
3103,RESERVE,0,1,F,399.331149,2
3104,BUSINESS,0,1,A,494.925307,4
3105,RESERVE,0,17,B,466.88231,2
3106,RESERVE,2,9,B,1031.414727,2
3107,TRANSPORTATION,0,1,B,888.150693,2
3108,RESIDENTIAL,0,5,E,115.148944,4
3109,RESIDENTIAL,1,0,D,0,2
3110,RESIDENTIAL,0,0,D,63.079409,4
3111,RESIDENTIAL,0,0,D,0,1
3112,RESIDENTIAL,0,0,E,0,0
3113,RESIDENTIAL,0,0,G,0,0
3114,RESIDENTIAL,0,0,D,0,3
3115,RESIDENTIAL,0,2,B,0,0
3116,COMMERCIAL,0,29,A,0,0
3117,COMMERCIAL,0,0,A,223.570894,1
3118,RESIDENTIAL,0,16,B,464.90747,4
3119,RESIDENTIAL,1,33,E,732.454762,2
3120,RESIDENTIAL,0,0,E,0,0
3121,RESIDENTIAL,0,0,E,0,0
3122,RESIDENTIAL,0,1,E,291.968083,1
3123,RESIDENTIAL,0,0,E,0,1
3124,RESIDENTIAL,0,11,A,419.635528,2
3125,RESIDENTIAL,1,23,B,653.679309,4
3126,RESIDENTIAL,4,75,B,0,6
3127,RESIDENTIAL,26,50,B,92.561076,7
3128,RESIDENTIAL,13,43,B,24.123127,5
3129,RESIDENTIAL,17,18,B,1495.535152,3
3130,RESIDENTIAL,31,16,B,506.731388,2
3131,TRANSPORTATION,9,20,B,1893.505644,4
3132,BUSINESS,0,28,B,65.577168,3
3133,BUSINESS,0,29,A,0,1
3134,RESIDENTIAL,0,21,B,145.224588,5
3135,RESIDENTIAL,27,131,B,67.378785,4
3136,RESIDENTIAL,0,11,B,165.315528,8
3137,BUSINESS,0,67,A,0,6
3138,RESIDENTIAL,13,27,B,0,4
3139,RESIDENTIAL,8,27,B,700.303786,2
3140,RESIDENTIAL,0,0,A,394.888241,0
3141,RESIDENTIAL,0,10,B,67.920897,3
3142,RESIDENTIAL,2,15,B,0,2
3143,RESIDENTIAL,12,24,B,0,3
3144,RESIDENTIAL,10,19,B,25.745009,4
3145,COMMERCIAL,10,242,A,970.937573,4
3146,RESIDENTIAL,8,107,B,1008.339369,6
3147,RESIDENTIAL,10,129,B,1117.937488,4
3148,RESIDENTIAL,4,10,B,1235.030251,4
3149,RESIDENTIAL,1,9,B,1367.633868,0
3150,RESIDENTIAL,1,0,B,0,4
3151,BUSINESS,0,0,C,0,0
3152,BUSINESS,0,4,B,0,0
3153,GREENERY,0,0,F,0,2
3154,TRANSPORTATION,0,0,E,2353.884222,0
3155,RESERVE,0,0,B,367.201316,0
3156,RESERVE,0,0,B,127.029295,0
3157,TRANSPORTATION,0,0,F,0,0
3158,TRANSPORTATION,0,0,C,0,0
3159,TRANSPORTATION,0,0,C,0,0
3160,TRANSPORTATION,0,0,C,0,0
3161,TRANSPORTATION,0,0,C,0,0
3162,RESERVE,0,0,D,0,0
3163,RESERVE,0,0,C,0,0
3164,RESERVE,0,0,C,0,0
3165,RESERVE,0,0,D,0,0
3166,RESERVE,0,0,G,0,0
3167,RESERVE,0,0,G,0,0
3168,RESERVE,0,0,G,0,0
3173,BUSINESS,0,0,G,0,0
3174,BUSINESS,0,0,G,786.509133,2
3175,BUSINESS,0,7,B,176.858314,1
3176,BUSINESS,0,10,B,0,1
3177,BUSINESS,0,0,B,0,1
3178,BUSINESS,0,0,A,2389.583569,2
3179,BUSINESS,2,1,A,643.174367,5
3180,BUSINESS,0,15,A,0,2
3181,BUSINESS,0,0,A,1437.969786,4
3182,BUSINESS,0,2,B,965.587599,1
3183,BUSINESS,0,3,B,197.281174,5
3184,BUSINESS,0,2,A,158.613741,1
3185,BUSINESS,1,7,B,1001.037942,7
3186,BUSINESS,0,1,F,136.726955,5
3187,BUSINESS,0,2,B,176.278068,2
3188,BUSINESS,0,3,B,463.5853,2
3189,BUSINESS,0,5,F,967.838381,4
3190,BUSINESS,0,3,B,206.540688,2
3191,GREENERY,0,11,B,814.329218,2
3192,BUSINESS,0,2,A,1012.682167,3
3193,BUSINESS,1,2,A,362.386606,0
3194,BUSINESS,0,8,B,741.825402,4
3195,BUSINESS,0,1,A,73.674044,0
3196,RESERVE,0,13,F,0,0
3197,RESIDENTIAL,0,6,G,0,0
3198,RESIDENTIAL,15,38,B,0,8
3199,RESIDENTIAL,16,43,F,178.335264,5
3200,TRANSPORTATION,3,13,B,1269.029754,8
3201,RESIDENTIAL,2,0,B,2708.821527,0
3202,RESIDENTIAL,2,4,B,298.186995,2
3203,RESIDENTIAL,1,8,B,1090.139952,2
3204,RESIDENTIAL,7,0,E,614.622105,2
3205,RESIDENTIAL,8,52,E,0,3
3206,RESIDENTIAL,0,2,E,193.478746,3
3207,RESIDENTIAL,3,2,D,138.771216,4
3208,RESIDENTIAL,0,0,D,38.995282,1
3209,RESIDENTIAL,0,0,A,0,1
3210,RESIDENTIAL,1,0,D,0,4
3211,RESIDENTIAL,3,0,A,0,0
3212,RESIDENTIAL,1,0,E,0,0
3213,RESIDENTIAL,0,0,B,38.580482,0
3214,RESIDENTIAL,0,27,A,659.706706,1
3215,RESIDENTIAL,0,23,E,1313.951801,4
3216,GREENERY,0,5,E,97.315032,3
3217,RESIDENTIAL,1,7,E,1032.49536,2
3218,RESIDENTIAL,0,28,E,1679.565767,5
3219,RESIDENTIAL,0,8,E,0,1
3220,RESIDENTIAL,0,12,F,0,0
3221,RESIDENTIAL,0,25,A,247.649042,4
3222,COMMERCIAL,0,153,A,0,1
3223,RESIDENTIAL,5,5,B,0,1
3224,RESIDENTIAL,21,96,B,976.580825,4
3225,RESIDENTIAL,10,22,B,212.396796,1
3226,RESIDENTIAL,17,38,B,316.80829,4
3227,RESIDENTIAL,10,130,B,256.524084,3
3228,RESIDENTIAL,4,6,B,1288.385691,6
3229,BUSINESS,1,21,B,2200.490331,4
3230,RESIDENTIAL,3,0,A,1301.306221,4
3231,RESIDENTIAL,16,163,B,214.918643,1
3232,TRANSPORTATION,1,29,B,1184.077804,4
3233,RESERVE,0,29,B,92.792139,0
3234,RESERVE,1,19,A,405.898856,0
3235,RESIDENTIAL,11,97,B,1156.863011,5
3236,RESIDENTIAL,0,0,A,1014.57476,2
3237,RESIDENTIAL,2,21,B,1022.769922,6
3238,RESIDENTIAL,1,0,B,76.248273,3
3239,RESIDENTIAL,4,41,A,722.008865,2
3240,RESIDENTIAL,4,14,A,1106.352265,6
3241,BUSINESS,1,14,A,37.756872,1
3242,RESIDENTIAL,12,93,B,0,2
3243,RESIDENTIAL,11,4,B,0,4
3244,RESIDENTIAL,6,29,B,0,7
3245,RESIDENTIAL,6,0,A,0,1
3246,RESIDENTIAL,0,36,A,32.738349,5
3247,RESIDENTIAL,0,0,B,0,0
3248,GREENERY,0,0,F,0,0
3249,GREENERY,0,0,F,0,0
3250,GREENERY,0,5,E,0,0
3251,GREENERY,0,0,C,0,0
3252,TRANSPORTATION,0,0,F,0,0
3253,TRANSPORTATION,0,0,C,0,0
3254,TRANSPORTATION,0,0,C,0,0
3255,TRANSPORTATION,0,0,C,0,0
3256,TRANSPORTATION,0,0,C,0,0
3257,TRANSPORTATION,0,0,C,0,0
3258,RESERVE,0,0,D,0,0
3259,RESERVE,0,0,C,0,0
3260,RESERVE,0,0,D,0,0
3261,RESERVE,0,0,D,0,0
3262,RESERVE,0,0,E,0,0
3263,RESERVE,0,0,E,0,0
3264,RESERVE,0,0,G,0,0
3269,BUSINESS,0,0,G,0,0
3270,BUSINESS,0,18,B,0,3
3271,BUSINESS,0,11,B,100.20432,0
3272,BUSINESS,1,1,B,74.881663,2
3273,BUSINESS,0,1,B,0,2
3274,BUSINESS,0,0,B,0,2
3275,BUSINESS,0,22,B,2510.57808,3
3276,BUSINESS,0,0,B,2284.882455,4
3277,BUSINESS,0,1,B,359.733824,2
3278,BUSINESS,0,1,B,0,0
3279,BUSINESS,0,2,A,0,1
3280,BUSINESS,0,1,A,0,2
3281,BUSINESS,0,2,B,167.915164,3
3282,TRANSPORTATION,0,0,B,0,0
3283,BUSINESS,0,9,B,0,2
3284,BUSINESS,0,1,B,0,2
3285,BUSINESS,0,8,B,11.876041,1
3286,BUSINESS,0,0,F,0,1
3287,GREENERY,0,0,D,0,0
3288,BUSINESS,1,5,B,733.425263,4
3289,BUSINESS,1,2,B,0,1
3290,BUSINESS,0,10,B,0,5
3291,BUSINESS,0,4,B,0,0
3293,BUSINESS,0,17,A,0,0
3297,RESIDENTIAL,0,2,B,208.835156,4
3298,RESIDENTIAL,0,6,B,222.21688,2
3299,RESIDENTIAL,2,12,B,789.114883,1
3300,RESIDENTIAL,5,107,B,1433.583962,8
3301,RESIDENTIAL,18,38,B,330.960919,5
3302,RESIDENTIAL,0,1,B,366.843036,3
3303,RESIDENTIAL,1,5,E,0,4
3304,RESIDENTIAL,0,9,A,172.355326,5
3305,RESIDENTIAL,0,3,A,204.275272,6
3306,RESIDENTIAL,0,0,E,62.75102,1
3307,RESIDENTIAL,0,0,E,0,0
3308,RESIDENTIAL,0,0,E,0,0
3309,RESIDENTIAL,9,42,B,369.236927,2
3310,RESIDENTIAL,2,6,E,190.482289,3
3311,RESIDENTIAL,0,1,E,0,0
3312,GREENERY,0,12,E,0,0
3313,RESIDENTIAL,0,1,E,0,0
3314,RESIDENTIAL,2,1,E,195.403452,4
3315,RESIDENTIAL,3,2,E,327.608077,2
3316,RESIDENTIAL,4,12,B,472.837255,3
3317,RESIDENTIAL,4,13,B,79.700684,2
3318,RESIDENTIAL,7,82,B,495.212082,6
3319,RESIDENTIAL,17,80,B,571.618628,4
3320,TRANSPORTATION,6,22,A,348.864282,4
3321,RESIDENTIAL,7,31,A,87.960286,6
3322,BUSINESS,12,126,B,0,4
3323,RESIDENTIAL,0,21,B,216.714543,2
3324,RESIDENTIAL,9,86,B,540.027996,3
3325,RESIDENTIAL,9,34,B,1895.521251,2
3326,TRANSPORTATION,8,151,B,1173.461624,9
3327,RESIDENTIAL,13,23,A,1185.612227,4
3328,RESIDENTIAL,1,99,B,1012.738653,5
3329,COMMERCIAL,14,164,B,1293.382672,5
3330,RESIDENTIAL,12,152,A,704.431326,5
3331,RESIDENTIAL,0,12,A,0,3
3332,RESIDENTIAL,2,43,A,0,7
3333,RESIDENTIAL,0,16,A,0,3
3334,RESIDENTIAL,0,17,A,0,6
3335,RESIDENTIAL,0,5,A,0,6
3336,RESIDENTIAL,0,4,A,0,2
3337,BUSINESS,0,3,A,2.226245,3
3338,RESIDENTIAL,0,11,B,68.95979,1
3339,RESIDENTIAL,0,2,B,0,3
3340,RESIDENTIAL,1,13,D,0,5
3341,RESIDENTIAL,1,12,D,0,3
3342,RESERVE,0,1,B,0,2
3343,GREENERY,0,0,F,0,0
3344,GREENERY,0,0,B,236.853707,0
3345,GREENERY,0,0,G,0,0
3346,GREENERY,0,0,G,0,0
3347,GREENERY,0,3,G,120.399402,0
3348,GREENERY,0,0,G,0,0
3349,RESERVE,0,2,G,399.065078,0
3350,RESERVE,0,0,D,0,1
3351,TRANSPORTATION,0,1,C,0,0
3352,TRANSPORTATION,0,0,C,0,0
3353,TRANSPORTATION,0,0,B,0,0
3354,TRANSPORTATION,0,0,A,0,0
3355,RESERVE,0,0,D,0,0
3356,RESERVE,0,0,G,0,2
3357,RESERVE,0,0,G,0,0
3359,RESERVE,0,0,G,0,0
3360,RESERVE,0,0,G,0,0
3365,BUSINESS,1,13,G,0,0
3366,BUSINESS,1,34,B,0,3
3367,BUSINESS,0,1,B,0,0
3368,BUSINESS,0,1,G,0,0
3369,BUSINESS,0,2,G,0,0
3370,BUSINESS,0,0,G,0,0
3371,BUSINESS,0,1,B,0,3
3372,BUSINESS,0,3,B,0,6
3373,BUSINESS,1,10,B,0,2
3374,BUSINESS,0,0,B,0,3
3375,BUSINESS,0,5,A,0,2
3376,BUSINESS,0,5,A,0,1
3377,BUSINESS,1,10,B,706.508738,6
3378,TRANSPORTATION,0,2,B,0,4
3379,BUSINESS,0,0,B,0,0
3380,BUSINESS,0,4,B,0,0
3381,BUSINESS,0,24,B,147.50623,4
3382,BUSINESS,0,10,B,333.284179,3
3383,BUSINESS,0,0,B,154.682206,3
3384,BUSINESS,0,0,B,966.36116,2
3385,BUSINESS,0,0,B,164.535246,1
3386,BUSINESS,0,10,B,0,3
3387,BUSINESS,0,2,G,284.962777,3
3388,BUSINESS,2,0,A,593.560464,0
3389,BUSINESS,0,10,B,830.294095,2
3393,BUSINESS,0,24,A,0,3
3394,TRANSPORTATION,1,30,B,574.884353,4
3395,RESIDENTIAL,3,105,B,839.57787,3
3396,RESIDENTIAL,13,138,B,1189.313053,4
3397,RESIDENTIAL,19,27,B,1404.729411,5
3398,COMMERCIAL,3,108,B,1006.021926,3
3399,RESIDENTIAL,0,3,A,1447.055254,2
3400,RESIDENTIAL,1,0,D,93.834048,0
3401,RESIDENTIAL,8,100,B,23.833936,4
3402,RESIDENTIAL,6,0,E,462.7557,3
3403,RESIDENTIAL,0,116,E,161.339132,3
3404,RESIDENTIAL,0,0,E,568.0831,2
3405,RESIDENTIAL,1,0,E,822.654744,3
3406,RESERVE,0,0,D,0,0
3407,GREENERY,0,7,E,0,0
3408,RESIDENTIAL,0,1,E,0,0
3409,RESIDENTIAL,2,0,E,0,0
3410,RESIDENTIAL,0,50,E,57.941367,2
3411,RESERVE,0,0,E,0,2
3412,RESERVE,1,29,B,756.100136,5
3413,RESIDENTIAL,2,89,E,1721.169423,7
3414,TRANSPORTATION,2,26,E,1502.252981,2
3415,RESIDENTIAL,12,5,B,263.331221,3
3416,TRANSPORTATION,10,158,B,0,5
3417,TRANSPORTATION,8,124,B,0,3
3418,BUSINESS,3,55,A,0,5
3419,BUSINESS,1,13,F,792.951098,1
3420,RESIDENTIAL,22,52,B,1352.524345,7
3421,RESIDENTIAL,1,112,B,469.528389,2
3422,RESIDENTIAL,4,71,B,184.643533,4
3423,RESIDENTIAL,7,81,A,121.999365,4
3424,RESIDENTIAL,1,35,B,317.848213,4
3425,RESIDENTIAL,12,33,B,141.614873,5
3426,RESIDENTIAL,19,80,B,0,3
3427,RESIDENTIAL,8,34,A,0,5
3428,RESIDENTIAL,16,3,A,0,5
3429,RESIDENTIAL,2,6,A,0,4
3430,RESIDENTIAL,0,4,A,0,3
3431,RESIDENTIAL,4,28,A,0,6
3432,RESIDENTIAL,16,36,A,0,5
3433,RESIDENTIAL,3,8,B,0,4
3434,RESIDENTIAL,0,8,B,252.251528,6
3435,RESIDENTIAL,0,2,D,219.544267,0
3436,RESIDENTIAL,0,2,D,113.610402,0
3437,RESIDENTIAL,0,0,E,0,1
3438,GREENERY,0,1,E,106.890976,0
3439,GREENERY,0,0,G,0,0
3440,GREENERY,0,0,G,0,0
3441,GREENERY,0,0,G,0,0
3445,RESERVE,0,0,G,0,0
3446,RESERVE,0,8,G,0,0
3447,RESERVE,0,0,G,0,1
3448,RESERVE,0,7,B,322.791248,1
3449,TRANSPORTATION,0,0,B,0,0
3450,RESERVE,0,0,G,0,0
3451,RESERVE,0,0,G,0,0
3460,TRANSPORTATION,0,0,G,0,0
3461,BUSINESS,0,0,B,0,1
3462,BUSINESS,0,9,A,0,1
3463,BUSINESS,0,1,B,0,1
3464,RESERVE,0,0,G,0,0
3466,BUSINESS,0,6,B,0,1
3467,BUSINESS,0,2,G,0,1
3468,BUSINESS,0,14,B,0,2
3469,BUSINESS,0,1,A,0,4
3470,BUSINESS,0,2,B,0,5
3471,BUSINESS,0,2,B,0,4
3472,BUSINESS,0,12,A,0,3
3473,BUSINESS,0,2,B,0,2
3474,BUSINESS,0,0,G,0,2
3475,BUSINESS,0,0,B,0,0
3476,BUSINESS,0,0,B,57.412736,2
3477,BUSINESS,1,1,B,305.007444,6
3478,BUSINESS,0,5,A,0,2
3479,BUSINESS,0,2,B,0,0
3480,BUSINESS,0,0,G,0,1
3481,TRANSPORTATION,0,8,G,0,0
3482,TRANSPORTATION,0,0,B,0,0
3483,TRANSPORTATION,0,17,G,0,0
3484,BUSINESS,0,0,A,0,0
3485,BUSINESS,0,7,B,0,2
3486,BUSINESS,0,0,B,0,4
3490,BUSINESS,2,7,B,695.677068,0
3491,RESIDENTIAL,21,40,B,317.851274,6
3492,TRANSPORTATION,3,13,B,843.091133,2
3493,RESIDENTIAL,7,27,B,104.144917,2
3494,COMMERCIAL,1,16,B,128.41226,4
3495,COMMERCIAL,0,1,A,0,3
3496,RESIDENTIAL,5,24,B,1053.024467,5
3497,RESIDENTIAL,5,78,B,1266.303246,3
3498,TRANSPORTATION,3,95,E,1578.759354,9
3499,RESIDENTIAL,27,20,B,382.97763,3
3500,RESIDENTIAL,10,57,E,34.9408,3
3501,RESIDENTIAL,0,0,E,323.835742,2
3502,RESIDENTIAL,0,8,E,262.437107,4
3503,GREENERY,1,4,E,144.725773,2
3504,RESIDENTIAL,1,11,E,177.101771,2
3505,RESIDENTIAL,0,2,E,105.120528,1
3506,RESIDENTIAL,3,134,E,29.096901,2
3507,TRANSPORTATION,12,179,B,98.413009,4
3508,RESIDENTIAL,9,10,B,0,0
3509,RESIDENTIAL,2,9,B,0,0
3510,COMMERCIAL,1,4,E,304.541053,3
3511,TRANSPORTATION,18,168,A,29.730478,3
3512,COMMERCIAL,22,151,A,0,2
3513,TRANSPORTATION,8,204,A,116.217612,2
3514,TRANSPORTATION,4,88,B,234.103747,6
3515,RESIDENTIAL,0,2,F,239.458173,2
3516,TRANSPORTATION,0,0,F,334.619108,1
3517,TRANSPORTATION,2,13,B,669.717711,4
3518,RESIDENTIAL,5,16,B,316.038982,4
3519,RESIDENTIAL,12,125,B,221.721082,2
3520,RESIDENTIAL,8,0,B,214.508196,4
3521,RESIDENTIAL,2,42,B,141.003427,4
3522,RESIDENTIAL,1,10,B,0,2
3523,RESIDENTIAL,5,108,A,0,2
3524,RESIDENTIAL,1,34,A,105.753644,6
3525,RESIDENTIAL,4,52,A,102.988096,8
3526,RESIDENTIAL,12,56,B,416.299448,6
3527,RESIDENTIAL,0,1,B,176.131239,2
3528,RESIDENTIAL,15,12,B,248.129876,7
3529,RESIDENTIAL,3,2,B,242.597808,3
3530,GREENERY,0,62,E,798.303049,1
3531,GREENERY,0,0,G,86.755962,0
3532,GREENERY,0,0,G,0,0
3533,GREENERY,0,0,G,0,0
3556,TRANSPORTATION,0,0,G,0,0
3557,BUSINESS,0,6,F,0,1
3558,BUSINESS,0,1,A,0,1
3559,BUSINESS,0,1,F,0,0
3560,BUSINESS,0,0,B,0,0
3561,RESERVE,0,0,G,0,0
3562,BUSINESS,0,0,G,0,0
3563,BUSINESS,0,0,B,0,0
3564,BUSINESS,0,11,B,0,3
3565,BUSINESS,1,1,B,0,2
3566,BUSINESS,0,1,B,0,1
3567,BUSINESS,0,0,G,0,0
3568,BUSINESS,0,7,B,0,1
3569,BUSINESS,0,1,B,0,3
3570,BUSINESS,0,9,B,0,2
3571,BUSINESS,0,1,B,0,4
3572,BUSINESS,0,1,B,0,2
3573,BUSINESS,0,0,B,0,3
3574,BUSINESS,0,5,G,0,1
3575,BUSINESS,0,0,B,0,0
3576,TRANSPORTATION,0,0,G,0,0
3577,TRANSPORTATION,0,0,B,0,0
3578,TRANSPORTATION,0,0,G,0,0
3579,TRANSPORTATION,0,0,B,0,0
3581,BUSINESS,0,8,B,0,0
3582,BUSINESS,0,4,B,0,0
3583,BUSINESS,0,1,B,149.117527,2
3585,BUSINESS,1,4,B,158.823293,4
3586,BUSINESS,0,0,B,0,0
3587,BUSINESS,9,15,B,333.933733,4
3588,RESIDENTIAL,13,139,B,474.113651,7
3589,RESIDENTIAL,4,9,B,896.993909,3
3590,COMMERCIAL,0,123,B,490.360664,0
3591,COMMERCIAL,0,17,F,0,0
3592,RESIDENTIAL,3,24,B,0,3
3593,COMMERCIAL,1,26,E,0,2
3594,TRANSPORTATION,0,48,B,0,0
3595,BUSINESS,5,26,B,1312.301747,1
3596,RESIDENTIAL,13,9,B,745.866807,6
3597,RESIDENTIAL,0,0,A,0,0
3598,RESIDENTIAL,0,26,E,0,0
3599,RESIDENTIAL,0,9,E,0,0
3600,RESIDENTIAL,0,3,E,0,2
3601,RESIDENTIAL,0,41,E,89.848486,5
3602,RESIDENTIAL,3,17,B,59.866753,3
3603,TRANSPORTATION,15,301,A,82.313121,6
3604,COMMERCIAL,18,319,A,0,3
3605,COMMERCIAL,2,162,B,353.735332,0
3606,COMMERCIAL,0,7,E,0,0
3607,TRANSPORTATION,9,67,A,183.732051,1
3608,TRANSPORTATION,18,133,A,631.844801,7
3609,TRANSPORTATION,5,179,B,146.258422,8
3610,TRANSPORTATION,17,335,B,528.999395,7
3612,GREENERY,0,99,A,107.56105,0
3613,GREENERY,0,40,A,97.719359,1
3614,RESERVE,6,10,B,218.490632,4
3615,RESIDENTIAL,10,257,A,612.927723,2
3616,RESIDENTIAL,0,11,A,0,0
3617,RESIDENTIAL,7,21,A,109.600787,4
3618,RESIDENTIAL,2,24,F,123.901448,7
3619,RESIDENTIAL,2,195,A,505.653054,6
3620,RESIDENTIAL,9,26,B,433.081012,2
3621,RESIDENTIAL,11,17,B,220.779562,6
3622,GREENERY,1,13,B,440.682949,4
3623,GREENERY,0,0,E,0,1
3624,GREENERY,0,0,E,0,1
3625,GREENERY,0,11,G,0,0
3626,GREENERY,0,0,G,0,0
3651,TRANSPORTATION,0,0,G,0,0
3652,TRANSPORTATION,0,0,A,0,0
3653,BUSINESS,0,6,B,0,1
3654,BUSINESS,0,12,B,0,2
3655,BUSINESS,0,1,F,0,0
3656,BUSINESS,0,1,B,0,0
3657,RESERVE,0,1,B,0,0
3658,RESERVE,0,0,G,0,0
3659,BUSINESS,0,0,G,0,0
3660,BUSINESS,0,0,B,0,1
3661,RESERVE,0,0,B,0,0
3662,BUSINESS,0,1,B,0,4
3663,BUSINESS,0,7,B,0,2
3664,BUSINESS,0,0,G,0,0
3665,BUSINESS,0,0,G,0,0
3666,BUSINESS,0,2,G,0,0
3667,BUSINESS,0,1,G,0,0
3668,BUSINESS,0,0,G,0,0
3669,BUSINESS,0,0,G,0,0
3670,BUSINESS,0,0,G,0,0
3672,TRANSPORTATION,0,0,G,0,0
3673,TRANSPORTATION,0,0,G,0,0
3674,TRANSPORTATION,0,0,G,0,0
3675,TRANSPORTATION,0,0,G,0,0
3676,TRANSPORTATION,0,0,G,0,0
3677,BUSINESS,0,0,G,0,0
3678,BUSINESS,0,1,G,0,0
3679,BUSINESS,0,0,G,0,0
3680,BUSINESS,0,5,G,0,2
3681,BUSINESS,3,4,B,0,4
3682,BUSINESS,0,0,B,0,0
3683,GREENERY,0,0,E,0,0
3684,RESIDENTIAL,1,2,B,0,4
3685,GREENERY,0,6,E,311.219095,6
3686,COMMERCIAL,0,9,E,0,7
3687,COMMERCIAL,0,3,A,199.604255,4
3688,RESIDENTIAL,2,11,B,144.609697,5
3689,TRANSPORTATION,1,128,B,136.317501,7
3690,TRANSPORTATION,0,10,B,0,2
3691,RESIDENTIAL,22,83,E,0,6
3692,RESIDENTIAL,16,42,B,1061.207899,4
3693,RESIDENTIAL,0,3,B,602.707283,5
3694,RESIDENTIAL,0,2,B,44.996329,3
3695,RESIDENTIAL,0,1,E,0,1
3696,RESIDENTIAL,0,1,E,0,2
3697,RESIDENTIAL,0,0,E,0,2
3698,RESIDENTIAL,0,1,E,0,3
3699,RESIDENTIAL,3,0,B,0,2
3700,RESIDENTIAL,3,46,B,0,2
3701,RESIDENTIAL,4,116,A,53.816623,3
3702,TRANSPORTATION,1,134,B,269.564853,4
3703,TRANSPORTATION,2,264,A,116.804963,9
3704,TRANSPORTATION,22,438,A,0,13
3705,TRANSPORTATION,2,125,A,724.290687,8
3706,RESERVE,0,9,E,212.624018,2
3710,RESIDENTIAL,0,26,E,0,4
3711,RESIDENTIAL,1,0,E,0,4
3712,RESIDENTIAL,1,0,B,0,5
3713,RESIDENTIAL,11,1,E,0,4
3714,RESIDENTIAL,2,4,E,685.125313,2
3715,GREENERY,0,0,G,145.051753,0
3716,GREENERY,0,8,G,308.69293,1
3717,GREENERY,0,0,G,66.344589,0
3718,GREENERY,0,1,G,0,0
3747,TRANSPORTATION,0,0,G,0,0
3748,TRANSPORTATION,1,1,B,0,1
3749,BUSINESS,0,16,A,0,0
3750,BUSINESS,1,1,F,0,0
3751,BUSINESS,0,1,B,0,2
3752,BUSINESS,0,1,F,0,1
3753,BUSINESS,0,1,F,0,0
3754,RESERVE,0,0,G,0,0
3756,BUSINESS,0,0,G,0,0
3757,RESERVE,0,0,G,0,0
3758,RESERVE,0,0,B,0,0
3759,BUSINESS,0,0,B,0,2
3760,BUSINESS,0,0,G,0,0
3761,BUSINESS,0,0,G,0,0
3767,BUSINESS,0,0,G,0,0
3768,TRANSPORTATION,0,0,G,0,0
3777,BUSINESS,0,0,G,0,0
3779,GREENERY,0,0,G,0,0
3780,GREENERY,0,4,E,781.193027,4
3781,RESIDENTIAL,1,14,B,174.450919,8
3782,COMMERCIAL,2,10,B,0,1
3783,COMMERCIAL,0,0,E,0,0
3784,COMMERCIAL,0,59,A,550.104739,7
3785,BUSINESS,0,25,B,824.48205,7
3786,BUSINESS,0,5,F,0,1
