layer,LU,FI,EE,V,OP,BS
1520,GREENERY,0,0,D,0,0
1521,RESERVE,0,0,D,0,0
1522,RESERVE,0,1,G,0,0
1523,RESERVE,0,0,G,0,0
1524,RESERVE,0,0,G,0,0
1525,RESERVE,0,0,G,0,0
1526,RESERVE,0,0,G,0,0
1527,RESERVE,0,0,G,0,0
1528,RESERVE,0,0,G,0,0
1529,RESERVE,0,0,G,0,0
1532,RESERVE,0,0,G,0,0
1533,RESERVE,0,0,G,0,0
1534,RESERVE,0,0,G,0,0
1535,RESERVE,0,0,G,0,0
1536,RESERVE,0,0,G,0,0
1549,RESERVE,0,0,G,0,0
1550,RESERVE,0,0,D,0,0
1551,RESERVE,0,0,G,0,0
1554,RESERVE,0,0,D,0,0
1555,RESERVE,0,0,D,0,0
1556,RESERVE,0,0,D,0,0
1557,RESERVE,0,0,D,0,0
1558,RESERVE,0,0,D,0,2
1559,RESERVE,0,0,D,0,0
1560,RESERVE,0,0,F,0,0
1561,RESERVE,0,0,E,0,0
1562,RESERVE,0,0,E,0,0
1564,GREENERY,0,0,B,0,0
1566,RESERVE,0,0,D,0,0
1567,RESERVE,1,0,B,0,0
1568,RESIDENTIAL,2,84,B,1311.512838,6
1569,RESIDENTIAL,0,12,B,0,4
1570,BUSINESS,1,2,B,0,3
1571,BUSINESS,0,0,B,0,0
1572,RESERVE,0,0,D,0,0
1573,RESERVE,0,0,D,0,0
1574,RESERVE,0,0,D,0,0
1575,RESERVE,0,0,D,0,0
1576,RESERVE,0,0,D,0,0
1581,RESERVE,0,0,G,0,0
1582,RESERVE,0,0,D,0,0
1583,RESERVE,0,0,D,133.356604,0
1584,RESIDENTIAL,0,22,E,0,3
1585,RESIDENTIAL,0,0,B,11.516836,2
1586,RESERVE,0,0,D,747.803363,2
1587,RESERVE,0,0,D,535.069263,0
1589,RESERVE,0,0,D,0,0
1590,RESERVE,0,0,D,0,0
1591,RESERVE,0,0,D,0,0
1592,TRANSPORTATION,0,0,B,4071.106678,0
1593,BUSINESS,0,0,C,2583.562455,0
1594,BUSINESS,0,0,F,0,0
1595,BUSINESS,0,0,E,1332.430395,2
1596,RESIDENTIAL,5,18,A,0,5
1597,RESIDENTIAL,0,0,F,1266.823356,0
1598,RESIDENTIAL,1,13,B,1006.37729,0
1599,GREENERY,0,1,F,1723.496176,0
1600,RESIDENTIAL,0,15,F,1012.53405,0
1601,RESIDENTIAL,1,7,F,940.549587,2
1602,RESIDENTIAL,9,9,F,1137.540343,0
1603,RESIDENTIAL,1,10,B,985.655302,4
1604,RESIDENTIAL,6,45,B,1089.770168,5
1605,RESIDENTIAL,11,26,F,237.299417,7
1606,RESIDENTIAL,0,25,F,1406.147949,4
1607,RESIDENTIAL,0,1,C,0,0
1609,BUSINESS,0,0,D,0,0
1610,RESERVE,0,0,G,0,0
1611,RESERVE,0,0,G,0,0
1614,GREENERY,0,0,G,0,0
1615,GREENERY,0,0,G,0,0
1616,GREENERY,0,0,G,0,0
1617,GREENERY,0,0,G,0,0
1628,RESERVE,0,0,C,0,0
1629,RESERVE,0,0,C,0,0
1630,RESERVE,0,0,G,0,0
1631,RESERVE,0,0,G,0,0
1632,RESERVE,0,0,G,0,0
1645,RESERVE,0,0,G,0,0
1646,RESERVE,0,0,G,0,0
1647,RESERVE,0,0,D,0,0
1649,RESERVE,0,0,D,0,0
1650,RESERVE,0,0,G,0,0
1651,RESERVE,0,0,D,0,0
1652,RESERVE,0,0,D,0,0
1653,RESERVE,0,0,D,0,0
1654,RESERVE,0,0,F,0,0
1655,RESERVE,0,0,F,0,0
1656,RESERVE,0,0,F,0,0
1657,RESERVE,0,0,D,0,0
1658,RESERVE,0,0,E,0,0
1660,GREENERY,0,0,B,0,0
1661,GREENERY,0,0,F,0,0
1662,RESERVE,0,0,D,0,0
1663,RESIDENTIAL,4,26,B,88.569642,5
1664,RESIDENTIAL,12,17,B,1150.675855,6
1665,RESIDENTIAL,2,8,B,91.362288,4
1666,RESERVE,0,1,B,90.707484,3
1667,RESERVE,0,0,G,0,0
1668,RESERVE,0,0,D,0,0
1669,RESERVE,0,0,D,0,0
1670,RESERVE,0,0,D,977.458075,0
1671,RESERVE,0,0,D,402.176506,0
1672,RESERVE,0,0,D,0,0
1674,RESERVE,0,0,D,0,0
1675,RESERVE,0,0,D,0,0
1676,RESERVE,0,0,D,0,0
1677,RESERVE,0,0,D,0,0
1678,RESERVE,0,0,D,0,0
1679,RESERVE,0,0,D,0,0
1680,RESERVE,0,0,D,1002.788138,2
1681,RESERVE,0,0,D,341.418219,0
1682,RESERVE,0,0,D,0,0
1683,RESERVE,0,0,E,2501.332506,1
1684,RESERVE,0,0,B,2069.346891,3
1685,RESERVE,0,3,B,0.933097,0
1686,RESERVE,0,0,D,0,0
1687,RESERVE,0,2,D,0,2
1688,RESERVE,0,0,D,23.845018,3
1689,BUSINESS,0,0,B,2072.135396,0
1690,BUSINESS,0,0,F,0,0
1691,BUSINESS,0,0,E,310.233513,2
1692,RESIDENTIAL,7,12,B,158.714481,4
1693,RESIDENTIAL,2,28,B,1275.361966,2
1694,RESIDENTIAL,0,10,B,1024.664674,5
1695,RESIDENTIAL,2,11,B,0,4
1696,RESIDENTIAL,9,46,F,0,4
1697,RESIDENTIAL,18,115,F,3055.243529,6
1698,RESIDENTIAL,16,13,B,1255.170677,7
1699,RESIDENTIAL,16,55,B,1299.236027,6
1700,RESIDENTIAL,6,10,F,908.770235,1
1701,RESIDENTIAL,9,25,B,1285.033856,2
1702,RESIDENTIAL,0,18,B,2332.611344,2
1703,BUSINESS,0,0,G,1584.597621,0
1704,BUSINESS,0,0,D,0,0
1705,BUSINESS,0,0,F,0,0
1706,RESERVE,0,0,F,0,0
1707,RESERVE,0,0,G,0,0
1708,RESERVE,0,0,G,0,0
1715,GREENERY,0,0,G,0,0
1716,GREENERY,0,3,G,0,0
1717,GREENERY,0,3,G,0,1
1718,GREENERY,1,0,G,0,0
1719,GREENERY,0,0,G,0,0
1724,RESERVE,0,0,G,0,0
1725,RESERVE,0,0,C,0,0
1726,RESERVE,0,0,G,0,0
1727,RESERVE,0,0,G,0,0
1728,RESERVE,0,0,G,0,0
1741,RESERVE,0,0,G,0,0
1742,RESERVE,0,0,D,0,0
1743,RESERVE,0,0,D,0,0
1744,RESERVE,0,0,D,0,0
1745,RESERVE,0,0,D,0,0
1746,RESERVE,0,0,D,0,0
1747,RESERVE,0,0,F,0,0
1748,GREENERY,0,0,F,0,0
1749,GREENERY,0,0,F,0,0
1750,RESERVE,0,0,F,0,0
1751,RESERVE,0,0,F,0,0
1752,RESERVE,0,0,F,0,0
1753,RESERVE,0,0,D,0,0
1754,RESERVE,0,0,D,0,0
1755,GREENERY,0,0,E,0,0
1756,GREENERY,0,0,B,0,0
1757,GREENERY,0,1,G,0,0
1758,RESERVE,0,0,F,0,0
1759,RESIDENTIAL,6,0,B,1397.099622,3
1760,TRANSPORTATION,1,2,B,370.176178,4
1761,RESERVE,0,0,F,503.517147,0
1762,TRANSPORTATION,0,0,B,2181.943799,3
1763,TRANSPORTATION,0,7,B,300.495142,1
1764,TRANSPORTATION,1,15,B,608.274904,0
1765,RESIDENTIAL,4,19,B,993.131744,5
1766,TRANSPORTATION,4,0,B,2875.37507,1
1767,RESERVE,0,0,D,337.240515,0
1768,RESERVE,0,0,D,0,0
1769,RESERVE,0,0,D,0,0
1770,RESERVE,0,0,D,0,0
1771,RESERVE,0,0,D,0,0
1772,RESERVE,0,0,D,0,0
1773,RESERVE,0,0,D,0,0
1774,RESERVE,0,0,D,0,0
1775,RESERVE,0,0,D,0,0
1776,RESERVE,0,0,D,0,2
1777,RESERVE,0,0,D,0,0
1778,RESERVE,0,14,D,0,0
1779,RESERVE,0,0,C,0,0
1780,RESIDENTIAL,2,0,A,8.61353,5
1781,RESERVE,0,0,A,1412.922395,4
1782,BUSINESS,0,6,A,8.52352,6
1783,RESIDENTIAL,1,26,E,0,1
1784,RESIDENTIAL,0,0,A,0,1
1785,RESIDENTIAL,0,0,A,938.919843,2
1786,RESIDENTIAL,0,0,A,0,4
1787,BUSINESS,1,20,F,0,4
1788,RESIDENTIAL,1,10,B,0,8
1789,RESIDENTIAL,4,61,A,426.000426,4
1790,RESIDENTIAL,0,0,F,342.244452,0
1791,RESIDENTIAL,9,21,B,1337.039418,6
1792,RESIDENTIAL,16,20,B,736.768241,8
1793,RESIDENTIAL,6,50,B,1660.710595,7
1794,RESIDENTIAL,14,12,B,136.170667,7
1795,RESIDENTIAL,5,0,B,1031.423945,10
1796,RESIDENTIAL,6,9,B,1418.612057,6
1797,RESIDENTIAL,0,4,C,784.070197,0
1798,BUSINESS,0,0,D,0,0
1799,BUSINESS,0,0,D,314.599343,0
1800,TRANSPORTATION,0,0,B,0,0
1801,BUSINESS,0,0,F,0,0
1802,RESERVE,0,0,C,0,0
1803,RESERVE,0,0,G,0,0
1804,RESERVE,0,0,G,0,0
1811,GREENERY,0,7,E,0,0
1812,GREENERY,0,2,E,0,10
1813,GREENERY,0,41,E,0,4
1814,COMMERCIAL,2,115,B,574.841316,6
1815,TRANSPORTATION,0,0,F,82.577748,4
1816,TRANSPORTATION,0,0,B,0,3
1821,RESERVE,0,0,G,0,0
1822,RESERVE,0,0,G,0,0
1823,RESERVE,0,0,G,0,0
1824,RESERVE,0,0,G,0,0
1836,RESERVE,0,0,G,0,0
1837,RESERVE,0,0,D,0,0
1838,RESERVE,0,0,D,0,0
1839,RESERVE,0,0,G,0,0
1840,RESERVE,0,0,D,0,0
1841,RESERVE,0,0,D,0,0
1842,RESERVE,0,0,D,0,0
1843,GREENERY,0,0,F,0,0
1844,GREENERY,0,0,F,0,0
1845,GREENERY,0,0,F,0,5
1846,RESERVE,0,0,F,0,0
1847,RESERVE,0,0,F,0,0
1848,RESERVE,0,0,F,0,0
1849,RESERVE,0,0,E,0,0
1850,RESERVE,0,1,D,0,0
1851,GREENERY,0,0,B,0,0
1852,GREENERY,0,0,B,0,0
1853,RESERVE,0,0,F,0,0
1854,RESERVE,1,5,F,143.145886,0
1855,RESIDENTIAL,6,51,B,1104.62275,5
1856,RESIDENTIAL,7,72,B,1103.27727,4
1857,RESERVE,0,15,B,0,0
1858,COMMERCIAL,2,20,B,0,2
1859,RESIDENTIAL,3,26,B,718.036087,8
1860,RESIDENTIAL,6,21,E,908.689042,9
1861,RESIDENTIAL,8,36,B,912.596736,2
1862,GREENERY,1,18,A,333.146065,0
1863,RESERVE,0,0,D,0,0
1864,RESERVE,0,0,D,0,0
1865,RESERVE,0,0,D,0,0
1866,RESERVE,0,0,D,0,0
1867,RESERVE,0,0,D,0,0
1868,RESERVE,0,0,D,0,0
1869,RESERVE,0,0,D,0,0
1870,RESERVE,0,0,D,0,0
1871,RESERVE,0,0,D,0,0
1872,RESERVE,0,0,D,0,0
1873,RESERVE,0,0,D,0,2
1874,BUSINESS,0,21,A,0,2
1875,RESIDENTIAL,0,6,C,0,0
1876,RESIDENTIAL,0,1,E,0,3
1877,RESIDENTIAL,2,10,B,626.96705,6
1878,GREENERY,0,18,B,565.188974,8
1879,RESERVE,0,0,F,0,1
1880,RESERVE,0,0,F,0,0
1881,RESIDENTIAL,0,0,B,0,0
1882,RESIDENTIAL,0,0,A,0,0
1883,RESIDENTIAL,0,0,A,0,0
1884,RESIDENTIAL,5,8,A,0,1
1885,RESIDENTIAL,1,3,B,44.322397,3
1886,RESIDENTIAL,2,0,B,0,0
1887,COMMERCIAL,0,0,F,0,0
1888,BUSINESS,1,11,F,1011.354667,6
1889,RESIDENTIAL,1,43,B,1266.897559,7
1890,RESIDENTIAL,3,59,B,778.11302,4
1891,RESIDENTIAL,6,7,B,1460.191173,5
1892,BUSINESS,0,0,D,36.161831,2
1893,BUSINESS,0,0,D,876.26559,0
1894,BUSINESS,0,0,D,2873.012848,0
1895,BUSINESS,0,0,D,759.591335,0
1896,BUSINESS,0,0,F,0,0
1897,BUSINESS,0,0,B,0,0
1898,BUSINESS,1,1,B,0,2
1899,RESIDENTIAL,0,0,D,0,1
1900,GREENERY,0,2,F,0,1
1901,GREENERY,0,0,G,0,0
1902,GREENERY,0,0,G,0,0
1905,BUSINESS,0,0,G,0,0
1906,BUSINESS,0,12,B,0,2
1907,RESERVE,0,15,E,0,0
1908,RESERVE,0,0,D,0,4
1909,RESERVE,0,0,D,0,0
1910,RESERVE,0,0,D,0,0
1911,TRANSPORTATION,0,0,F,0,0
1912,TRANSPORTATION,0,9,B,0,2
1913,GREENERY,0,0,G,0,0
1918,RESERVE,0,0,G,0,0
1919,RESERVE,0,0,G,0,0
1920,RESERVE,0,0,G,0,0
1936,RESERVE,0,0,G,0,0
1937,RESERVE,0,0,G,0,0
1938,RESERVE,0,0,D,0,0
1939,GREENERY,0,0,F,0,0
1940,GREENERY,0,0,F,0,0
1941,RESERVE,0,0,B,0,4
1942,RESERVE,0,0,B,0,0
1943,RESERVE,0,0,F,0,0
1944,RESERVE,0,0,B,0,0
1945,RESERVE,0,0,B,0,0
1946,GREENERY,0,0,D,0,0
1947,GREENERY,0,3,B,0,0
1948,GREENERY,0,0,B,3.926323,1
1949,TRANSPORTATION,2,0,B,1604.776493,1
1950,RESIDENTIAL,12,38,B,0,6
1951,RESIDENTIAL,24,1,B,1562.075848,9
1952,RESIDENTIAL,11,19,B,1100.029087,7
1953,RESIDENTIAL,8,48,B,365.449733,6
1954,RESIDENTIAL,12,22,B,325.381277,7
1955,RESERVE,1,11,B,3110.654406,5
1956,RESIDENTIAL,10,149,B,2407.456591,13
1957,RESIDENTIAL,4,15,B,1173.122908,9
1958,RESIDENTIAL,4,27,B,1112.581026,3
1959,RESERVE,0,0,D,0,0
1960,RESERVE,0,0,D,0,0
1961,RESERVE,0,0,D,0,0
1962,RESERVE,0,0,D,0,0
1963,RESERVE,0,0,D,0,0
1964,RESERVE,0,0,D,0,0
1965,RESERVE,0,0,D,0,0
1966,RESERVE,0,0,D,0,0
1967,RESERVE,0,0,D,0,0
1968,RESERVE,0,0,D,0,0
1969,RESERVE,0,0,D,0,0
1970,RESIDENTIAL,0,1,D,0,3
1971,RESIDENTIAL,0,0,E,0,3
1972,RESIDENTIAL,9,19,B,0,4
1973,RESIDENTIAL,13,108,B,0,6
1974,COMMERCIAL,4,18,B,1922.049186,6
1975,COMMERCIAL,0,61,F,56.922169,0
1976,RESERVE,0,0,F,0,0
1977,RESIDENTIAL,0,0,F,0,0
1978,RESIDENTIAL,0,0,C,6.252441,1
1979,RESIDENTIAL,0,0,F,139.346405,2
1980,RESIDENTIAL,0,7,B,125.50394,4
1981,RESIDENTIAL,4,1,F,524.30457,5
1982,RESIDENTIAL,15,32,B,135.972823,5
1983,COMMERCIAL,10,42,B,136.718962,5
1984,RESIDENTIAL,10,1,B,151.979869,7
1985,RESIDENTIAL,7,16,B,440.617956,4
1986,RESIDENTIAL,1,10,B,752.42017,7
1987,RESIDENTIAL,1,0,G,906.150183,3
1988,BUSINESS,0,0,D,0,0
1989,BUSINESS,0,0,D,1129.07921,0
1990,TRANSPORTATION,0,0,D,1367.993937,4
1991,BUSINESS,0,0,B,143.659549,0
1992,BUSINESS,0,0,D,0,0
1993,BUSINESS,0,1,F,55.273358,1
1994,RESIDENTIAL,1,31,B,154.750773,6
1995,RESIDENTIAL,10,13,B,0,6
1996,RESIDENTIAL,1,2,B,0,8
1997,GREENERY,1,2,E,0,2
1998,GREENERY,0,0,F,0,0
1999,GREENERY,1,2,F,0,2
2000,RESIDENTIAL,0,0,F,0,4
2001,BUSINESS,0,0,D,0,0
2002,BUSINESS,0,0,B,0,2
2003,BUSINESS,0,8,A,0,2
2004,RESERVE,0,0,D,0,2
2005,RESERVE,0,0,D,0,0
2006,TRANSPORTATION,0,0,F,0,0
2007,TRANSPORTATION,0,14,B,0,0
2008,TRANSPORTATION,0,29,B,0,2
2009,BUSINESS,0,1,E,0,2
2015,RESERVE,0,0,G,0,0
2016,RESERVE,0,0,G,0,0
2027,RESERVE,0,0,G,0,0
2032,RESERVE,0,0,D,0,0
2033,RESERVE,0,0,D,0,0
2034,RESERVE,0,0,D,0,0
2035,GREENERY,0,0,F,0,0
2036,GREENERY,0,0,F,0,2
2037,RESERVE,0,0,F,0,4
2038,RESERVE,0,0,B,0,0
2039,RESERVE,0,0,F,0,0
2040,RESERVE,0,0,B,0,0
2041,RESERVE,0,0,F,0,3
2042,COMMERCIAL,0,22,C,0,2
2043,RESERVE,0,0,B,15.51242,3
2044,TRANSPORTATION,0,0,B,424.497624,1
2045,RESIDENTIAL,0,0,D,407.6611,2
2046,RESIDENTIAL,5,0,B,336.304315,5
2047,RESIDENTIAL,0,24,B,890.931633,5
2048,RESIDENTIAL,1,32,B,151.290066,5
2049,RESIDENTIAL,4,46,B,924.804169,6
2050,RESERVE,0,10,B,1061.769009,3
2051,RESERVE,0,1,B,409.128763,0
2052,RESIDENTIAL,6,21,B,787.961656,5
2053,RESIDENTIAL,15,13,B,1219.384742,5
2054,RESIDENTIAL,18,51,B,955.738686,6
2055,GREENERY,0,0,D,1217.815372,0
2056,RESERVE,0,0,D,0,0
2057,RESERVE,0,0,D,0,0
2058,RESERVE,0,0,D,0,0
2059,RESERVE,0,0,D,0,0
2060,RESERVE,0,0,D,0,0
2061,RESERVE,0,0,D,0,0
2062,RESERVE,0,0,D,0,0
2063,RESERVE,0,0,D,0,0
2064,RESERVE,0,0,D,0,0
2065,RESERVE,0,0,D,0,0
2066,RESIDENTIAL,0,7,D,152.769284,3
2067,RESIDENTIAL,0,0,A,0,0
2068,RESIDENTIAL,17,16,B,0,6
2069,RESIDENTIAL,6,78,B,112.686159,4
2070,RESIDENTIAL,0,1,B,137.448574,7
2071,RESIDENTIAL,8,24,B,1073.57823,6
2072,RESIDENTIAL,9,52,B,132.819504,6
2073,TRANSPORTATION,0,20,B,312.172563,2
2074,BUSINESS,0,19,F,0,5
2075,BUSINESS,0,43,A,0,2
2076,RESIDENTIAL,3,18,B,77.044929,6
2077,RESIDENTIAL,9,22,A,170.941379,8
2078,RESIDENTIAL,9,82,B,0,6
2079,RESIDENTIAL,11,58,B,45.898386,6
2080,RESIDENTIAL,18,30,B,216.302919,3
2081,RESIDENTIAL,15,32,B,455.608641,8
2082,RESIDENTIAL,1,9,E,119.745961,6
2083,RESIDENTIAL,0,25,B,25.46211,1
2084,BUSINESS,0,0,F,721.251962,0
2085,GREENERY,0,0,E,14.313383,4
2086,RESERVE,0,0,F,0,0
2087,BUSINESS,0,1,A,0,3
2088,BUSINESS,0,0,F,0,0
2089,BUSINESS,0,11,B,1066.210614,2
2090,RESIDENTIAL,5,19,B,1218.869302,5
2091,RESIDENTIAL,3,8,B,135.397817,12
2092,RESIDENTIAL,17,30,B,239.351651,7
2093,RESIDENTIAL,10,3,D,440.40986,2
2094,GREENERY,1,88,D,125.276807,2
2095,RESIDENTIAL,3,1,B,0,6
2096,RESIDENTIAL,0,0,D,0,4
2097,BUSINESS,0,0,D,0,0
2098,BUSINESS,0,0,F,0,2
2099,BUSINESS,0,2,B,0,6
2100,RESERVE,0,5,B,0,0
2101,RESERVE,0,0,B,0,0
2102,TRANSPORTATION,0,0,B,0,0
2103,TRANSPORTATION,0,5,B,0,1
2104,TRANSPORTATION,0,4,A,0,3
2105,BUSINESS,0,11,A,0,3
2106,GREENERY,1,0,G,0,0
2112,RESERVE,0,0,G,0,0
2123,RESERVE,0,0,G,0,0
2124,RESERVE,0,0,D,0,0
2125,RESERVE,0,0,D,0,0
2126,RESERVE,0,0,D,0,0
2128,RESERVE,0,0,G,0,0
2129,RESERVE,0,0,D,0,0
2130,RESERVE,0,0,D,0,1
2131,GREENERY,0,0,E,0,4
2132,GREENERY,0,0,F,0,3
2133,GREENERY,0,0,F,0,1
2134,RESERVE,0,0,D,0,3
2135,RESERVE,0,0,D,0,1
2136,RESERVE,0,0,D,0,2
2137,RESERVE,0,0,D,0,1
2138,RESERVE,0,11,D,0,0
2139,RESIDENTIAL,0,0,D,0,0
2140,RESIDENTIAL,0,0,D,0,0
2141,RESIDENTIAL,0,0,D,0,0
2142,RESIDENTIAL,0,0,D,0,0
2143,RESIDENTIAL,0,0,D,122.878915,0
2144,RESIDENTIAL,0,1,D,1360.955954,0
2145,RESIDENTIAL,0,1,F,30.291634,2
2146,RESERVE,0,0,D,0,0
2147,RESERVE,0,0,D,0,0
2148,RESIDENTIAL,0,21,B,0,5
2149,RESIDENTIAL,0,8,B,0,3
2150,RESIDENTIAL,1,0,B,0,3
2151,GREENERY,0,0,D,627.973259,0
2152,RESERVE,0,0,D,0,0
2156,RESERVE,0,0,G,0,0
2157,RESERVE,0,0,G,0,0
2159,GREENERY,0,0,F,0,0
2162,RESERVE,4,49,G,0,2
2163,RESIDENTIAL,0,3,E,0,3
2164,RESIDENTIAL,10,50,B,0,4
2165,RESIDENTIAL,4,19,B,0,3
2166,COMMERCIAL,7,124,B,123.772189,5
2167,RESIDENTIAL,6,134,F,1567.657695,7
2168,RESIDENTIAL,16,89,F,281.38362,7
2169,RESIDENTIAL,6,22,B,360.689325,4
2170,TRANSPORTATION,1,30,B,115.449907,9
2171,COMMERCIAL,0,23,B,442.792091,1
2172,RESIDENTIAL,17,64,B,293.57221,6
2173,RESIDENTIAL,3,22,F,462.277767,5
2174,RESIDENTIAL,21,42,B,67.104686,5
2175,RESIDENTIAL,20,26,B,344.672187,9
2176,RESIDENTIAL,5,8,B,213.406253,11
2177,RESIDENTIAL,15,125,A,237.792443,2
2178,RESIDENTIAL,12,12,B,141.422702,6
2179,BUSINESS,0,0,F,0,0
2180,BUSINESS,0,0,B,670.3186,0
2181,RESERVE,0,0,F,0,2
2182,RESERVE,0,0,F,0,0
2183,RESERVE,0,0,E,0,3
2184,BUSINESS,0,7,B,0,0
2185,BUSINESS,0,16,F,236.26942,2
2186,RESIDENTIAL,0,0,B,0,0
2187,RESIDENTIAL,0,0,B,379.54372,0
2188,RESIDENTIAL,0,0,B,60.487599,2
2189,RESIDENTIAL,4,86,B,1119.441312,8
2190,RESERVE,3,40,B,149.757913,4
2191,RESIDENTIAL,4,66,B,71.651548,4
2192,RESIDENTIAL,15,10,A,0,10
2193,BUSINESS,0,6,B,0,0
2194,BUSINESS,0,16,B,145.629533,6
2195,RESERVE,0,0,B,0,4
2196,RESERVE,0,4,B,0,2
2197,TRANSPORTATION,0,0,F,0,0
2198,TRANSPORTATION,0,0,B,0,0
2199,TRANSPORTATION,0,8,B,0,2
2200,TRANSPORTATION,0,5,B,0,0
2201,TRANSPORTATION,0,0,C,104.243158,2
2202,GREENERY,0,0,C,118.632522,0
2203,RESERVE,0,0,D,0,0
2204,RESERVE,0,0,G,0,0
2217,RESERVE,0,0,G,0,0
2220,RESERVE,0,0,D,0,0
2221,RESERVE,0,0,D,0,0
2222,RESERVE,0,0,D,0,0
2223,RESERVE,0,0,D,0,0
2224,RESERVE,0,0,D,0,0
2225,RESERVE,0,0,D,0,0
2226,RESERVE,0,0,D,0,0
2227,GREENERY,0,0,E,0,0
2228,COMMERCIAL,0,7,B,0,3
2229,GREENERY,0,0,D,0,0
2230,RESERVE,0,0,D,0,0
2231,RESERVE,0,0,D,261.33882,0
2232,BUSINESS,0,0,D,746.851259,0
2233,BUSINESS,0,0,D,0,0
2234,BUSINESS,0,0,D,0,0
2235,RESIDENTIAL,0,0,D,0,0
2236,RESIDENTIAL,0,0,D,0,0
2237,RESIDENTIAL,0,0,D,0,0
2238,RESIDENTIAL,0,0,D,0,0
2239,RESIDENTIAL,0,0,D,133.34247,2
2240,RESIDENTIAL,0,9,B,0,5
2241,RESIDENTIAL,5,15,B,1213.665185,4
2242,RESERVE,0,0,D,0,0
2243,RESERVE,0,0,D,0,1
2244,RESERVE,1,0,B,199.926961,4
2245,RESIDENTIAL,2,7,E,284.041369,4
2246,RESIDENTIAL,0,1,C,0,4
2247,RESIDENTIAL,0,0,D,529.520201,0
2248,RESERVE,0,0,D,0,0
2249,RESERVE,0,0,D,0,0
2250,RESERVE,0,0,G,0,0
2251,RESERVE,0,0,D,0,0
2255,GREENERY,0,0,F,0,0
2256,GREENERY,0,0,G,0,0
2257,GREENERY,0,0,F,0,0
2258,GREENERY,0,0,F,109.074299,2
2259,RESIDENTIAL,3,9,E,95.78319,4
2260,RESIDENTIAL,4,24,E,335.912226,4
2261,RESIDENTIAL,3,72,B,392.701228,2
2262,RESIDENTIAL,14,10,B,98.199491,4
2263,RESIDENTIAL,15,65,B,1150.39202,2
2264,RESIDENTIAL,22,77,B,375.46926,3
2265,RESIDENTIAL,5,1,B,151.948042,1
2266,RESIDENTIAL,0,19,A,0,2
2267,RESIDENTIAL,0,24,A,0,3
2268,RESIDENTIAL,10,9,B,0,4
2269,RESIDENTIAL,1,0,B,148.480721,4
2270,RESIDENTIAL,0,0,B,92.171426,1
2271,RESIDENTIAL,6,9,A,168.242717,2
2272,RESIDENTIAL,6,24,B,186.50354,4
2273,RESIDENTIAL,13,33,B,0,5
2274,BUSINESS,15,3,B,0,2
2275,BUSINESS,0,0,F,83.270014,0
2276,BUSINESS,0,10,B,283.690009,4
2277,RESERVE,0,0,F,0,0
2278,RESERVE,0,0,D,0,0
2279,RESERVE,0,0,D,0,0
2280,RESERVE,1,10,B,0,2
2281,BUSINESS,0,12,B,0,4
2282,RESIDENTIAL,0,1,F,0,0
2283,RESIDENTIAL,0,0,C,0,0
2284,RESIDENTIAL,0,0,F,763.400434,0
2285,RESERVE,2,14,D,993.829734,2
2286,RESIDENTIAL,3,0,B,272.982109,2
2287,RESIDENTIAL,3,21,B,61.253369,4
2288,RESIDENTIAL,23,8,B,277.874337,8
2289,BUSINESS,4,39,B,159.522269,7
2290,RESIDENTIAL,0,0,D,0,0
2291,RESERVE,0,2,E,0,4
2292,RESERVE,1,2,F,0,0
2293,TRANSPORTATION,0,0,B,0,0
2294,TRANSPORTATION,0,0,B,0,0
2295,TRANSPORTATION,0,0,B,0,0
2296,TRANSPORTATION,0,0,B,0,0
2297,TRANSPORTATION,0,0,F,0,0
2298,TRANSPORTATION,0,0,C,24.665624,0
2299,TRANSPORTATION,0,0,C,0,0
2300,RESERVE,0,0,B,0,0
2301,RESERVE,0,0,B,0,0
2302,RESERVE,0,0,G,0,0
2316,RESERVE,0,0,D,0,0
2317,RESERVE,0,0,D,0,0
2318,RESERVE,0,0,D,0,0
2319,RESERVE,0,0,D,0,0
2320,RESERVE,0,0,D,0,0
2321,RESERVE,0,0,D,0,0
2322,RESERVE,0,0,D,0,0
2323,RESERVE,0,0,D,0,0
2324,RESERVE,0,0,D,0,4
2325,RESERVE,0,0,D,0,0
2326,RESERVE,0,0,D,0,0
2327,TRANSPORTATION,0,4,E,669.908051,0
2328,BUSINESS,0,0,D,812.61229,0
2329,BUSINESS,0,0,D,0,0
2330,RESIDENTIAL,0,0,D,0,0
2331,RESIDENTIAL,0,0,D,0,0
2332,RESIDENTIAL,0,0,D,0,0
2333,RESIDENTIAL,0,0,D,0,0
2334,RESIDENTIAL,0,0,D,0,0
2335,RESIDENTIAL,0,0,B,0,3
2336,RESIDENTIAL,7,37,B,0,3
2337,RESIDENTIAL,20,42,B,1001.614739,3
2338,RESERVE,0,0,D,0,0
2339,RESERVE,0,0,F,0,0
2340,RESIDENTIAL,1,17,B,0,7
2341,RESERVE,0,3,B,997.50544,3
2342,RESERVE,0,0,D,0,0
2343,RESERVE,0,0,D,240.604054,0
2344,RESERVE,0,0,D,0,0
2345,RESERVE,0,0,D,0,0
2346,RESERVE,0,0,D,0,0
2348,RESERVE,0,0,G,0,0
2349,RESERVE,0,0,D,0,0
2350,RESERVE,0,0,D,0,0
2351,GREENERY,0,0,F,0,0
2352,GREENERY,0,0,F,0,0
2353,GREENERY,0,0,F,0,0
